boundary_class,pair_count,mean_residual,median_residual,mean_similarity,mean_distance_km,positive_share
iberian_atlantic_interregional,11,0.13870955373494018,0.1147229573331371,0.3340870198673416,11633.78353909966,1.0
same_subregion,11,0.11535006081301497,0.1291789082582937,0.5648179870769737,1456.1787176781781,0.7272727272727273
same_region_cross_subregion,32,-0.008534678241604574,-0.03690391381807655,0.34134681366818526,3542.672324610499,0.375
east_se_asia_cross_subregion,9,-0.011594696899354544,-0.0063122260050325,0.33107791505959705,3140.293051051774,0.4444444444444444
other_cross_region,127,-0.01903302192285034,-0.0393354697739378,0.2009388488564287,9675.383751848947,0.3779527559055118
