threshold_km,treated_share,naive_diff,naive_p,naive_ci_low,naive_ci_high,dr_att,dr_p,dr_ci_low,dr_ci_high
250,0.5248447204968945,0.0699932271826273,0.6808599671233052,-0.263559145142929,0.4035455995081836,-0.1379950478991343,0.4785767169693732,-0.5196952195603041,0.24370512376203546
500,0.7267080745341615,0.08813520167454178,0.6087781802585301,-0.2493771433782032,0.4256475467272868,0.17013484885692937,0.410970428301072,-0.2354471774793203,0.575716875193179
