city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,ai_inst_count,ai_works_recent,geo_city,geo_country_code,top_inst_count,top_inst_ai_works,regions_within_1000,regions_within_1500,providers_within_1000,score_proximity,score_provider_diversity,score_redundancy,score_population,score_institutions,bundle_score,distance_only_score,bundle_gain_vs_distance
Itapevi,Itapevi,-23.5489,-46.9342,Brazil,BR,BRA,São Paulo,,223404.0,1076008789,99,14.642822932556944,99.27053247778458,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9976074165016029,1.0,0.4731974454383393,0.21824943743932826,0.0,65.27599990322915,99.76074165016028,-34.484741746931135
Subotica,Subotica,46.0983,19.67,Serbia,RS,SRB,Subotica,admin,105681.0,1688081964,87,688.8897193395766,70.86136242988363,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.0,0.0,,,0.0,0.0,9,19,3,0.88743794947881,1.0,0.8807875396193516,0.10430683364818298,0.0,65.27393357816543,88.743794947881,-23.469861369715574
Hengzhou,Hengzhou,22.6896,109.2674,China,CN,CHN,Guangxi,minor,908400.0,1156041202,1,505.0072348520086,77.68534026245302,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,3,4,3,0.9174836722233655,1.0,0.4731974454383393,0.4317647542769845,0.0,65.27377988466448,91.74836722233654,-26.474587337672062
Meicheng,Meicheng,30.6412,116.5689,China,CN,CHN,Anhui,minor,500292.0,1156136207,76,828.7510517023782,66.07527749222844,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,4,10,3,0.8645851213447582,1.0,0.705015029626574,0.340968285038671,0.0,65.273154573769,86.45851213447582,-21.18535756070682
Chiryū,Chiryu,35.0,137.1167,Japan,JP,JPN,Aichi,,71907.0,1392192403,63,151.2108901800806,92.71819585941962,azure,japanwest,"Osaka, Japan West, Asia Pacific",34.6939,135.5022,0.0,0.0,,,0.0,0.0,10,10,3,0.9752926957944421,1.0,0.705015029626574,0.04569596452909048,0.0,65.27237274411264,97.52926957944422,-32.256896835331574
Middletown,Middletown,40.3893,-74.082,United States,US,USA,New Jersey,,65336.0,1840081835,104,327.4287373405715,84.89844838182152,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,0.0,0.0,,,0.0,0.0,13,14,3,0.9464993466444065,1.0,0.7962049529094938,0.03110911666966494,0.0,65.26968490946365,94.64993466444065,-29.380249754977
Passaic,Passaic,40.8574,-74.1282,United States,US,USA,New Jersey,,69703.0,1840000837,104,350.1980024813981,83.93739175963641,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,0.0,0.0,,,0.0,0.0,13,14,3,0.9427789323296607,1.0,0.7962049529094938,0.04095746384357435,0.0,65.26859354448246,94.27789323296606,-29.00929968848361
Marietta,Marietta,33.9533,-84.5422,United States,US,USA,Georgia,,60867.0,1840015633,103,428.0838294927274,80.73145459290797,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,9,17,3,0.9300526741945581,1.0,0.8498100620328151,0.020324374693077237,0.0,65.25412351867071,93.0052674194558,-27.751143900785095
Taubaté,Taubate,-23.0333,-45.55,Brazil,BR,BRA,São Paulo,,302331.0,1076146252,50,124.64126406962352,93.95815785357333,azure,brazilsouth,"Sao Paulo State, Brazil South, South America",-23.55,-46.633,0.0,0.0,,,0.0,0.0,4,4,3,0.9796340751366125,1.0,0.4731974454383393,0.26430121622910935,0.0,65.24784293047624,97.96340751366125,-32.715564583185014
Tsuruoka,Tsuruoka,38.7217,139.8217,Japan,JP,JPN,Yamagata,,121371.0,1392935450,78,337.9513653691914,84.45294398250942,gcp,asia-northeast1,"Tokyo, Japan, APAC",35.6828387,139.7594549,0.0,0.0,,,0.0,0.0,6,10,3,0.9447799878638622,1.0,0.705015029626574,0.12537762467544436,0.0,65.24708932908476,94.47799878638622,-29.230909457301465
Toyoake,Toyoake,35.0625,137.0089,Japan,JP,JPN,Aichi,,69389.0,1392203165,63,143.42206991448447,93.07998255650789,azure,japanwest,"Osaka, Japan West, Asia Pacific",34.6939,135.5022,0.0,0.0,,,0.0,0.0,10,10,3,0.9765653604251133,1.0,0.705015029626574,0.04027021133520799,0.0,65.24189303143126,97.65653604251133,-32.414643011080074
Bendigo,Bendigo,-36.75,144.2667,Australia,AU,AUS,Victoria,,99122.0,1036537913,62,133.35290759078114,93.54978291491382,azure,australiasoutheast,"Victoria, Australia Southeast, Asia Pacific",-37.8136,144.9631,0.0,0.0,,,0.0,0.0,8,8,3,0.9782106245746108,1.0,0.646015014942309,0.09455379461038048,0.0,65.23695712627477,97.82106245746108,-32.58410533118631
Hashima,Hashima,35.3167,136.7,Japan,JP,JPN,Gifu,,66312.0,1392769362,63,129.21782063107926,93.7434012468086,azure,japanwest,"Osaka, Japan West, Asia Pacific",34.6939,135.5022,0.0,0.0,,,0.0,0.0,10,10,3,0.9788862825996916,1.0,0.705015029626574,0.03336611509065465,0.0,65.2311684747461,97.88862825996915,-32.657459785223054
Valdosta,Valdosta,30.8502,-83.2788,United States,US,USA,Georgia,,79820.0,1840015894,103,403.71882592787847,81.72098089715388,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,5,14,3,0.9340338263082008,1.0,0.7962049529094938,0.061587326430889204,0.0,65.22823724243378,93.40338263082008,-28.175145388386298
Lakeville,Lakeville,44.6774,-93.252,United States,US,USA,Minnesota,,67317.0,1840007859,57,344.5158231421798,84.17620449982604,azure,centraluseuap,", Central US EUAP, US",41.5908,-93.6208,0.0,0.0,,,0.0,0.0,7,14,3,0.9437073795685957,1.0,0.7962049529094938,0.035655724367134746,0.0,65.22620534189326,94.37073795685957,-29.14453261496631
Woodbury,Woodbury,44.9056,-92.923,United States,US,USA,Minnesota,,72828.0,1840009998,57,372.89291072252576,82.99029976178838,azure,centraluseuap,", Central US EUAP, US",41.5908,-93.6208,0.0,0.0,,,0.0,0.0,7,14,3,0.9390706676592856,1.0,0.7962049529094938,0.047633190442110146,0.0,65.22039885664549,93.90706676592856,-28.686667909283074
Koga,Koga,33.7333,130.4667,Japan,JP,JPN,Fukuoka,,59349.0,1392503917,65,205.2534795163633,90.24637644652208,azure,koreasouth,"Busan, Korea South, Asia Pacific",35.1796,129.0756,0.0,0.0,,,0.0,0.0,10,12,3,0.9664623351425248,1.0,0.7541312866141433,0.016480053191998224,0.0,65.21766350279312,96.64623351425247,-31.428570011459357
Limeira,Limeira,-22.5647,-47.4017,Brazil,BR,BRA,São Paulo,,296440.0,1076508566,99,124.40349752070452,93.96932857103371,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9796729253176216,1.0,0.4731974454383393,0.2613059517833089,0.0,65.2044679710296,97.96729253176217,-32.76282456073257
East Stroudsburg,East Stroudsburg,41.0023,-75.1779,United States,US,USA,Pennsylvania,,57577.0,1840003507,104,293.416931434595,86.35456938969959,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,0.0,0.0,,,0.0,0.0,13,14,3,0.9520567508373092,1.0,0.7962049529094938,0.011866104179422741,0.0,65.20333588982612,95.20567508373092,-30.002339193904803
Union City,Union City,40.7674,-74.0323,United States,US,USA,New Jersey,,67982.0,1840001034,104,351.5177894570612,83.8820202930731,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,6.0,275.0,,,0.0,0.0,13,14,3,0.9425632839841255,1.0,0.7962049529094938,0.037152023693130316,0.0,65.20288600840438,94.25632839841255,-29.053442390008172
Joinvile,Joinvile,-26.3039,-48.8458,Brazil,BR,BRA,Santa Catarina,,597658.0,1076050637,99,371.2976857513089,83.05652026670282,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9393313215618797,1.0,0.4731974454383393,0.3680365649874768,0.0,65.19176301886243,93.93313215618797,-28.741369137325535
Bhīmavaram,Bhimavaram,16.5333,81.5333,India,IN,IND,Andhra Pradesh,,142184.0,1356195520,6,338.1466190313819,84.44469951165907,aws,ap-south-2,Asia Pacific (Hyderabad),17.360589,78.4740613,0.0,0.0,,,0.0,0.0,7,9,3,0.944748084132436,1.0,0.6769924925288455,0.14946889523368473,0.0,65.18684418173541,94.47480841324361,-29.287964231508198
Zhenzhou,Zhenzhou,32.2739,119.1619,China,CN,CHN,Jiangsu,minor,564021.0,1156634387,12,884.3011066760706,64.26528746364073,aws,cn-north-1,China (Beijing),39.906217,116.3912757,0.0,0.0,,,0.0,0.0,6,10,3,0.8555084463431365,1.0,0.705015029626574,0.35921905153559197,0.0,65.18384907115795,85.55084463431365,-20.366995563155697
Jackson,Jackson,40.098,-74.3579,United States,US,USA,New Jersey,,56968.0,1840081610,104,292.7223253654914,86.3845658023171,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,1.0,15.0,,,0.0,0.0,13,14,3,0.9521702469183914,1.0,0.7962049529094938,0.010247532230266592,0.0,65.18359715383207,95.21702469183914,-30.033427538007075
Sault Ste. Marie,Sault Ste. Marie,46.5333,-84.35,Canada,CA,CAN,Ontario,,73368.0,1124810690,98,504.3134543344268,77.7122932248307,gcp,northamerica-northeast2,"Toronto, Ontario, North America",43.6534817,-79.3839347,0.0,0.0,,,0.0,0.0,9,17,3,0.9175970334123604,1.0,0.8498100620328151,0.04875766244724245,0.0,65.18239720369527,91.75970334123605,-26.577306137540774
Szolnok,Szolnok,47.1747,20.1764,Hungary,HU,HUN,Jász-Nagykun-Szolnok,admin,71285.0,1348287339,87,565.4930310629409,75.37108176331868,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.0,0.0,,,0.0,0.0,9,19,3,0.9076005152277343,1.0,0.8807875396193516,0.044373565140940444,0.0,65.18143718051375,90.76005152277344,-25.578614342259684
Brookhaven,Brookhaven,33.8744,-84.3314,United States,US,USA,Georgia,,55554.0,1840029224,103,407.42574380112666,81.56965469657081,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,9,17,3,0.9334281295395997,1.0,0.8498100620328151,0.006421739363556496,0.0,65.18060220252956,93.34281295395998,-28.162210751430422
Bayonne,Bayonne,40.6661,-74.1141,United States,US,USA,New Jersey,,64897.0,1840003595,104,339.759150014407,84.37664210435796,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,0.0,0.0,,,0.0,0.0,13,14,3,0.9444846024910607,1.0,0.7962049529094938,0.030082914815256045,0.0,65.17370211551369,94.44846024910606,-29.27475813359237
Pingzhen,Pingzhen,24.9439,121.2161,Taiwan,TW,TWN,Taoyuan,,201632.0,1158047789,76,118.06851734094828,94.2674473829742,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,4,5,3,0.9807080378168008,1.0,0.5268025545616606,0.2026415118362706,0.0,65.16998250864101,98.07080378168008,-32.90082127303907
Hedong,Hedong,42.5404,129.0039,China,CN,CHN,Jilin,,197885.0,1156223178,3,579.2516518572874,74.85436007914102,aws,ap-northeast-2,Asia Pacific (Seoul),37.5666791,126.9782914,0.0,0.0,,,0.0,0.0,4,11,3,0.9053524071119102,1.0,0.7305976016521668,0.19978620139347003,0.0,65.16985333016096,90.53524071119102,-25.36538738103006
Abaeté,Abaete,-19.1583,-45.4522,Brazil,BR,BRA,Minas Gerais,,800000.0,1076413528,75,477.0849125406981,78.77752415485054,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.9220460771576238,1.0,0.4731974454383393,0.41242204055636045,0.0,65.16613537622545,92.20460771576238,-27.038472339536924
Sumaré,Sumare,-22.8219,-47.2669,Brazil,BR,BRA,São Paulo,,265955.0,1076684312,99,92.75163943204252,95.468310602853,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9848447227029579,1.0,0.4731974454383393,0.24478772425833042,0.0,65.16356645356836,98.48447227029578,-33.32090581672742
East Orange,East Orange,40.7651,-74.2117,United States,US,USA,New Jersey,,64367.0,1840002792,104,338.65592325554445,84.42319822836416,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,0.0,0.0,,,0.0,0.0,13,14,3,0.9446648656923847,1.0,0.7962049529094938,0.02883470286165889,0.0,65.16218946426268,94.46648656923847,-29.304297104975788
Rocklin,Rocklin,38.8075,-121.2488,United States,US,USA,California,,68823.0,1840020232,53,152.8725159649583,92.6411963774462,azure,westus,"California, West US, US",37.783,-122.417,0.0,0.0,,,0.0,0.0,9,10,3,0.9750211922427211,1.0,0.705015029626574,0.03902351360917733,0.0,65.16142583824511,97.5021192242721,-32.340693386027
Laguna Niguel,Laguna Niguel,33.5275,-117.705,United States,US,USA,California,,66385.0,1840020589,108,76.76604594633106,96.23442703274294,gcp,us-west2,"Los Angeles, California, North America",34.0536909,-118.242766,0.0,0.0,,,0.0,0.0,6,9,3,0.9874567099790561,1.0,0.6769924925288455,0.03353358994092342,0.0,65.15615963620877,98.7456709979056,-33.589511361696836
Pasco,Pasco,46.2506,-119.1304,United States,US,USA,Washington,,75432.0,1840019888,32,122.2951393211478,94.0684413053414,azure,westus2,"Washington, West US 2, US",47.233,-119.852,0.0,0.0,,,0.0,0.0,7,9,3,0.9800174233054894,1.0,0.6769924925288455,0.05298068230610225,0.0,65.1502945547438,98.00174233054894,-32.85144777580514
Zemun,Zemun,44.85,20.4,Serbia,RS,SRB,Beograd,minor,161596.0,1688453076,87,822.0437075674334,66.29724429860333,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.0,0.0,,,0.0,0.0,6,18,3,0.8656810767468861,1.0,0.8657065876392923,0.16894915589809606,0.0,65.14707922293627,86.5681076746886,-21.421028451752335
Lake Elsinore,Lake Elsinore,33.6847,-117.3344,United States,US,USA,California,,69283.0,1840020560,108,93.36445485805532,95.43906285723284,gcp,us-west2,"Los Angeles, California, North America",34.0536909,-118.242766,0.0,0.0,,,0.0,0.0,6,9,3,0.9847445909126198,1.0,0.6769924925288455,0.04003750658352156,0.0,65.14523362319031,98.47445909126198,-33.32922546807167
Madera,Madera,36.9631,-120.0782,United States,US,USA,California,,84086.0,1840020300,53,225.87818132517515,89.32050629877372,azure,westus,"California, West US, US",37.783,-122.417,0.0,0.0,,,0.0,0.0,9,10,3,0.9630923346013444,1.0,0.705015029626574,0.0695125794456702,0.0,65.14160752013744,96.30923346013444,-31.167625939996995
Lewiston,Lewiston,44.0915,-70.1681,United States,US,USA,Maine,,58802.0,1840000320,11,310.90039939461764,85.60297064059316,aws,ca-central-1,Canada (Central),45.5031824,-73.5698065,0.0,0.0,,,0.0,0.0,6,14,3,0.9492000163723381,1.0,0.7962049529094938,0.01507063452150321,0.0,65.13713446635848,94.92000163723381,-29.782867170875335
Carmichael,Carmichael,38.6337,-121.323,United States,US,USA,California,,64454.0,1840017579,53,134.47732877147868,93.4972030181066,azure,westus,"California, West US, US",37.783,-122.417,0.0,0.0,,,0.0,0.0,9,10,3,0.9780268982825852,1.0,0.705015029626574,0.029040301509592418,0.0,65.1319058983459,97.80268982825852,-32.670783929912616
