city,country,year,ai_works_city_topinst,treated_city,event_year,post_full,rel_year,log1p_ai,year_c
Genoa,IT,2006,3,0,,0,,1.3862943611198906,6
Genoa,IT,2007,2,0,,0,,1.0986122886681098,7
Genoa,IT,2008,3,0,,0,,1.3862943611198906,8
Genoa,IT,2009,10,0,,0,,2.3978952727983707,9
Genoa,IT,2010,2,0,,0,,1.0986122886681098,10
Genoa,IT,2011,5,0,,0,,1.791759469228055,11
Genoa,IT,2012,6,0,,0,,1.9459101490553132,12
Genoa,IT,2013,4,0,,0,,1.6094379124341003,13
Genoa,IT,2014,6,0,,0,,1.9459101490553132,14
Genoa,IT,2015,7,0,,0,,2.0794415416798357,15
Genoa,IT,2016,10,0,,0,,2.3978952727983707,16
Genoa,IT,2017,8,0,,0,,2.1972245773362196,17
Genoa,IT,2018,5,0,,0,,1.791759469228055,18
Genoa,IT,2019,4,0,,0,,1.6094379124341003,19
Genoa,IT,2020,7,0,,0,,2.0794415416798357,20
Genoa,IT,2021,9,0,,0,,2.302585092994046,21
Genoa,IT,2022,9,0,,0,,2.302585092994046,22
Genoa,IT,2023,6,0,,0,,1.9459101490553132,23
Genoa,IT,2024,10,0,,0,,2.3978952727983707,24
Genoa,IT,2025,6,0,,0,,1.9459101490553132,25
Hiroshima,JP,2000,0,0,,0,,0.0,0
Hiroshima,JP,2001,0,0,,0,,0.0,1
Hiroshima,JP,2002,3,0,,0,,1.3862943611198906,2
Hiroshima,JP,2003,1,0,,0,,0.6931471805599453,3
Hiroshima,JP,2004,1,0,,0,,0.6931471805599453,4
Hiroshima,JP,2005,3,0,,0,,1.3862943611198906,5
Hiroshima,JP,2006,5,0,,0,,1.791759469228055,6
Hiroshima,JP,2007,1,0,,0,,0.6931471805599453,7
Hiroshima,JP,2008,1,0,,0,,0.6931471805599453,8
Hiroshima,JP,2009,0,0,,0,,0.0,9
Hiroshima,JP,2010,1,0,,0,,0.6931471805599453,10
Hiroshima,JP,2011,2,0,,0,,1.0986122886681098,11
Hiroshima,JP,2012,2,0,,0,,1.0986122886681098,12
Hiroshima,JP,2013,3,0,,0,,1.3862943611198906,13
Hiroshima,JP,2014,2,0,,0,,1.0986122886681098,14
Hiroshima,JP,2015,5,0,,0,,1.791759469228055,15
Hiroshima,JP,2016,7,0,,0,,2.0794415416798357,16
Hiroshima,JP,2017,1,0,,0,,0.6931471805599453,17
Hiroshima,JP,2018,7,0,,0,,2.0794415416798357,18
Hiroshima,JP,2019,4,0,,0,,1.6094379124341003,19
Hiroshima,JP,2020,2,0,,0,,1.0986122886681098,20
Hiroshima,JP,2021,2,0,,0,,1.0986122886681098,21
Hiroshima,JP,2022,1,0,,0,,0.6931471805599453,22
Hiroshima,JP,2023,0,0,,0,,0.0,23
Hiroshima,JP,2024,0,0,,0,,0.0,24
Hiroshima,JP,2025,2,0,,0,,1.0986122886681098,25
